"F0_-0.1","F1_2","F2_100","F3_200","F4_-50","F5_20","F6_5","F7_30","F8_2","F9_4","F10_2","F11_9","F12_0","F13_0","F14_0","F15_0","F16_0","F17_0","F18_0","F19_0","T"
1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1
0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1
1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1
1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1
1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0
0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1
0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1
1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1
1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0
1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1
0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1
0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1
0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1
0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1
0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0
0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1
0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1
1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1
1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1
1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0
1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0
1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1
1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1
0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1
1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1
1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1
1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1
1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1
1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0
1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
0,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1
0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1
0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1
1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1
0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1
1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1
0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1
0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1
0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1
0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1
0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1
1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1
0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1
0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1
1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1
1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0
1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1
0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1
1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0
1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1
0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1
1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1
0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1
1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0
0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1
1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1
0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1
0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1
1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1
0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1
1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1
0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1
0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1
0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1
1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0
0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0
0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1
1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1
0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1
0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1
1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1
1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1
1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1
1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1
1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1
0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1
1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1
0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0
1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1
1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1
0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1
0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1
0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1
1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0
0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1
0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1
0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1
0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1
0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1
0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1
1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1
1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1
1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1
0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1
0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0
1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1
0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1
1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1
1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1
0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1
1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1
1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1
1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0
1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1
1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1
0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1
1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1
1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1
1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0
0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1
1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1
0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0
1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1
0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1
0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1
1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1
0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1
1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1
1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1
1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1
0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1
0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1
0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1
1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1
0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1
0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1
0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1
1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1
0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1
1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1
1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1
0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1
0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1
0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1
0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1
0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1
0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1
0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1
0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1
0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1
0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1
1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1
0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1
0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1
1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1
0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1
0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1
1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1
1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1
0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1
0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1
1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1
1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1
1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1
1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1
1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1
1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1
1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1
1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1
0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1
0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1
1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1
0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1
0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1
0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1
1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1
0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1
0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0
0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1
0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0
0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1
1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1
0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1
1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1
0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1
0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0
1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0
1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1
0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1
1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1
1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0
0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1
1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1
0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1
0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0
1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0
1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1
1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1
0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1
1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0
0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1
0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1
1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1
1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1
1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1
0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1
1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1
0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1
0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1
0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1
1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1
1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1
1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1
0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1
1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1
0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1
1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1
1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1
0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1
0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0
0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1
1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1
0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1
0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1
1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1
0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1
1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1
0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0
0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1
0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1
1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0
1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1
0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1
1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1
0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1
1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
